business_unit,month,service,workload_count,allocated_cost_gbp,share_of_bu_pct,variance_vs_prior_month_pct
Collections,2026-01-01,Machine Learning Platform,1,53.33,0.1,5.19
Collections,2026-01-01,Managed Redis,2,446.79,0.83,-2.47
Collections,2026-01-01,Message Queue,1,47.92,0.09,4.65
Collections,2026-01-01,Nagios Monitoring,2,645.44,1.2,-0.27
Collections,2026-01-01,NetApp Storage,3,461.87,0.86,-1.44
Collections,2026-01-01,Object Storage,2,370.14,0.69,-5.74
Collections,2026-01-01,Oracle Database,2,378.24,0.7,0.55
Collections,2026-01-01,RACF Security,1,8367.66,15.53,-9.39
Collections,2026-01-01,Red Hat Enterprise Linux,2,471.39,0.87,-3.32
Collections,2026-01-01,SMF Analytics,1,671.23,1.25,-5.52
Collections,2026-01-01,SQL Server,2,492.26,0.91,-0.71
Collections,2026-01-01,Secrets Manager,1,137.29,0.25,-1.55
Collections,2026-01-01,Streaming Ingest,2,219.45,0.41,-1.92
Collections,2026-01-01,Sysplex Coupling,3,5763.36,10.7,-4.11
Collections,2026-01-01,Tomcat,3,669.65,1.24,0.51
Collections,2026-01-01,VSAM Storage,1,636.3,1.18,-7.34
Collections,2026-01-01,Veeam Backup,2,750.11,1.39,-1.34
Collections,2026-02-01,API Gateway,1,57.52,0.12,-4.94
Collections,2026-02-01,Active Directory,1,293.81,0.61,-7.09
Collections,2026-02-01,Block Storage,1,128.31,0.26,-7.59
Collections,2026-02-01,CICS Transaction Server,4,13069.13,26.92,-12.61
Collections,2026-02-01,Compute Instances,1,45.62,0.09,-12.34
Collections,2026-02-01,Content Delivery,1,88.84,0.18,-10.71
Collections,2026-02-01,Data Warehouse,2,240.2,0.49,-8.39
Collections,2026-02-01,Db2 for z/OS,1,710.32,1.46,-15.44
Collections,2026-02-01,IMS Transaction Manager,3,6337.46,13.06,-9.94
Collections,2026-02-01,JCL Scheduler,3,8452.27,17.41,-7.98
Collections,2026-02-01,Kubernetes Service,1,182.08,0.38,-7.82
Collections,2026-02-01,Log Analytics,2,141.06,0.29,-8.24
Collections,2026-02-01,Machine Learning Platform,1,49.01,0.1,-8.1
Collections,2026-02-01,Managed Redis,2,404.58,0.83,-9.45
Collections,2026-02-01,Message Queue,1,40.77,0.08,-14.92
Collections,2026-02-01,Nagios Monitoring,2,576.26,1.19,-10.72
Collections,2026-02-01,NetApp Storage,3,412.75,0.85,-10.64
Collections,2026-02-01,Object Storage,2,340.42,0.7,-8.03
Collections,2026-02-01,Oracle Database,2,337.41,0.7,-10.79
Collections,2026-02-01,RACF Security,1,7679.32,15.82,-8.23
Collections,2026-02-01,Red Hat Enterprise Linux,2,424.71,0.87,-9.9
Collections,2026-02-01,SMF Analytics,1,595.43,1.23,-11.29
Collections,2026-02-01,SQL Server,2,452.85,0.93,-8.01
Collections,2026-02-01,Secrets Manager,1,126.24,0.26,-8.05
Collections,2026-02-01,Streaming Ingest,2,193.08,0.4,-12.02
Collections,2026-02-01,Sysplex Coupling,3,5313.18,10.95,-7.81
Collections,2026-02-01,Tomcat,3,594.55,1.22,-11.21
Collections,2026-02-01,VSAM Storage,1,571.62,1.18,-10.17
Collections,2026-02-01,Veeam Backup,2,681.77,1.4,-9.11
Collections,2026-03-01,API Gateway,1,62.53,0.11,8.71
Collections,2026-03-01,Active Directory,1,328.37,0.59,11.76
Collections,2026-03-01,Block Storage,1,140.41,0.25,9.43
Collections,2026-03-01,CICS Transaction Server,4,15239.84,27.27,16.61
Collections,2026-03-01,Compute Instances,1,50.48,0.09,10.65
Collections,2026-03-01,Content Delivery,1,99.69,0.18,12.21
Collections,2026-03-01,Data Warehouse,2,260.04,0.47,8.26
Collections,2026-03-01,Db2 for z/OS,1,875.09,1.57,23.2
Collections,2026-03-01,IMS Transaction Manager,3,7327.16,13.11,15.62
Collections,2026-03-01,JCL Scheduler,3,9837.09,17.6,16.38
Collections,2026-03-01,Kubernetes Service,1,204.87,0.37,12.52
Collections,2026-03-01,Log Analytics,2,153.46,0.27,8.79
Collections,2026-03-01,Machine Learning Platform,1,53.09,0.09,8.32
Collections,2026-03-01,Managed Redis,2,436.56,0.78,7.9
Collections,2026-03-01,Message Queue,1,46.36,0.08,13.71
Collections,2026-03-01,Nagios Monitoring,2,652.08,1.17,13.16
Collections,2026-03-01,NetApp Storage,3,467.34,0.84,13.23
Collections,2026-03-01,Object Storage,2,394.22,0.71,15.8
Collections,2026-03-01,Oracle Database,2,376.82,0.67,11.68
Collections,2026-03-01,RACF Security,1,8698.15,15.56,13.27
Collections,2026-03-01,Red Hat Enterprise Linux,2,464.61,0.83,9.39
Collections,2026-03-01,SMF Analytics,1,673.2,1.2,13.06
Collections,2026-03-01,SQL Server,2,481.52,0.86,6.33
Collections,2026-03-01,Secrets Manager,1,132.79,0.24,5.19
Collections,2026-03-01,Streaming Ingest,2,223.62,0.4,15.82
Collections,2026-03-01,Sysplex Coupling,3,6099.0,10.91,14.79
Collections,2026-03-01,Tomcat,3,662.29,1.18,11.39
Collections,2026-03-01,VSAM Storage,1,713.34,1.28,24.79
Collections,2026-03-01,Veeam Backup,2,738.76,1.32,8.36
Collections,2026-04-01,API Gateway,1,62.6,0.12,0.11
Collections,2026-04-01,Active Directory,1,310.37,0.58,-5.48
Collections,2026-04-01,Block Storage,1,131.61,0.25,-6.27
Collections,2026-04-01,CICS Transaction Server,4,14304.2,26.92,-6.14
Collections,2026-04-01,Compute Instances,1,47.99,0.09,-4.93
Collections,2026-04-01,Content Delivery,1,97.37,0.18,-2.33
Collections,2026-04-01,Data Warehouse,2,260.91,0.49,0.33
Collections,2026-04-01,Db2 for z/OS,1,827.54,1.56,-5.43
Collections,2026-04-01,IMS Transaction Manager,3,6855.82,12.9,-6.43
Collections,2026-04-01,JCL Scheduler,3,9469.4,17.82,-3.74
Collections,2026-04-01,Kubernetes Service,1,198.5,0.37,-3.11
Collections,2026-04-01,Log Analytics,2,150.76,0.28,-1.76
Collections,2026-04-01,Machine Learning Platform,1,49.89,0.09,-6.03
Collections,2026-04-01,Managed Redis,2,442.23,0.83,1.3
Collections,2026-04-01,Message Queue,1,44.62,0.08,-3.75
Collections,2026-04-01,Nagios Monitoring,2,617.03,1.16,-5.38
Collections,2026-04-01,NetApp Storage,3,458.48,0.86,-1.9
Collections,2026-04-01,Object Storage,2,375.36,0.71,-4.78
Collections,2026-04-01,Oracle Database,2,355.69,0.67,-5.61
Collections,2026-04-01,RACF Security,1,8364.11,15.74,-3.84
Collections,2026-04-01,Red Hat Enterprise Linux,2,460.28,0.87,-0.93
Collections,2026-04-01,SMF Analytics,1,653.87,1.23,-2.87
Collections,2026-04-01,SQL Server,2,467.65,0.88,-2.88
Collections,2026-04-01,Secrets Manager,1,133.93,0.25,0.86
Collections,2026-04-01,Streaming Ingest,2,216.35,0.41,-3.25
Collections,2026-04-01,Sysplex Coupling,3,5809.37,10.93,-4.75
Collections,2026-04-01,Tomcat,3,628.53,1.18,-5.1
Collections,2026-04-01,VSAM Storage,1,621.01,1.17,-12.94
Collections,2026-04-01,Veeam Backup,2,717.01,1.35,-2.94
Collections,2026-05-01,API Gateway,1,64.83,0.12,3.56
Collections,2026-05-01,Active Directory,1,320.79,0.61,3.36
Collections,2026-05-01,Block Storage,1,135.93,0.26,3.28
Collections,2026-05-01,CICS Transaction Server,4,14218.84,27.05,-0.6
Collections,2026-05-01,Compute Instances,1,49.73,0.09,3.63
Collections,2026-05-01,Content Delivery,1,101.27,0.19,4.01
Collections,2026-05-01,Data Warehouse,2,261.4,0.5,0.19
Collections,2026-05-01,Db2 for z/OS,1,824.15,1.57,-0.41
Collections,2026-05-01,IMS Transaction Manager,3,6842.94,13.02,-0.19
Collections,2026-05-01,JCL Scheduler,3,9239.21,17.58,-2.43
Collections,2026-05-01,Kubernetes Service,1,199.21,0.38,0.36
Collections,2026-05-01,Log Analytics,2,152.77,0.29,1.33
Collections,2026-05-01,Machine Learning Platform,1,52.24,0.1,4.71
Collections,2026-05-01,Managed Redis,2,440.92,0.84,-0.3
Collections,2026-05-01,Message Queue,1,44.54,0.08,-0.18
Collections,2026-05-01,Nagios Monitoring,2,640.32,1.22,3.77
Collections,2026-05-01,NetApp Storage,3,458.89,0.87,0.09
Collections,2026-05-01,Object Storage,2,381.23,0.73,1.56
Collections,2026-05-01,Oracle Database,2,369.43,0.7,3.86
Collections,2026-05-01,RACF Security,1,8239.39,15.68,-1.49
Collections,2026-05-01,Red Hat Enterprise Linux,2,467.69,0.89,1.61
Collections,2026-05-01,SMF Analytics,1,645.34,1.23,-1.3
Collections,2026-05-01,SQL Server,2,473.87,0.9,1.33
Collections,2026-05-01,Secrets Manager,1,134.87,0.26,0.7
Collections,2026-05-01,Streaming Ingest,2,221.26,0.42,2.27
Collections,2026-05-01,Sysplex Coupling,3,5582.33,10.62,-3.91
Collections,2026-05-01,Tomcat,3,643.01,1.22,2.3
Collections,2026-05-01,VSAM Storage,1,613.81,1.17,-1.16
Collections,2026-05-01,Veeam Backup,2,739.59,1.41,3.15
Collections,2026-06-01,API Gateway,1,61.17,0.11,-5.65
Collections,2026-06-01,Active Directory,1,317.0,0.57,-1.18
Collections,2026-06-01,Block Storage,1,130.26,0.23,-4.17
Collections,2026-06-01,CICS Transaction Server,4,15036.93,26.86,5.75
Collections,2026-06-01,Compute Instances,1,49.01,0.09,-1.45
Collections,2026-06-01,Content Delivery,1,95.08,0.17,-6.11
Collections,2026-06-01,Data Warehouse,2,255.01,0.46,-2.44
Collections,2026-06-01,Db2 for z/OS,1,824.82,1.47,0.08
Collections,2026-06-01,IMS Transaction Manager,3,7390.41,13.2,8.0
Collections,2026-06-01,JCL Scheduler,3,9978.65,17.83,8.0
Collections,2026-06-01,Kubernetes Service,1,194.48,0.35,-2.37
Collections,2026-06-01,Log Analytics,2,148.62,0.27,-2.72
Collections,2026-06-01,Machine Learning Platform,1,50.48,0.09,-3.37
Collections,2026-06-01,Managed Redis,2,432.86,0.77,-1.83
Collections,2026-06-01,Message Queue,1,43.96,0.08,-1.3
Collections,2026-06-01,Nagios Monitoring,2,616.55,1.1,-3.71
Collections,2026-06-01,NetApp Storage,3,467.97,0.84,1.98
Collections,2026-06-01,Object Storage,2,366.96,0.66,-3.74
Collections,2026-06-01,Oracle Database,2,371.13,0.66,0.46
Collections,2026-06-01,RACF Security,1,9121.64,16.29,10.71
Collections,2026-06-01,Red Hat Enterprise Linux,2,465.89,0.83,-0.38
Collections,2026-06-01,SMF Analytics,1,661.52,1.18,2.51
Collections,2026-06-01,SQL Server,2,486.67,0.87,2.7
Collections,2026-06-01,Secrets Manager,1,128.92,0.23,-4.41
Collections,2026-06-01,Streaming Ingest,2,214.77,0.38,-2.93
Collections,2026-06-01,Sysplex Coupling,3,6027.11,10.77,7.97
Collections,2026-06-01,Tomcat,3,646.09,1.15,0.48
Collections,2026-06-01,VSAM Storage,1,647.97,1.16,5.57
Collections,2026-06-01,Veeam Backup,2,748.21,1.34,1.17
Collections,2026-07-01,API Gateway,1,62.08,0.11,1.49
Collections,2026-07-01,Active Directory,1,332.05,0.6,4.75
Collections,2026-07-01,Block Storage,1,139.27,0.25,6.92
Collections,2026-07-01,CICS Transaction Server,4,15047.31,27.08,0.07
Collections,2026-07-01,Compute Instances,1,50.94,0.09,3.94
Collections,2026-07-01,Content Delivery,1,105.42,0.19,10.88
Collections,2026-07-01,Data Warehouse,2,267.36,0.48,4.84
Collections,2026-07-01,Db2 for z/OS,1,855.97,1.54,3.78
Collections,2026-07-01,IMS Transaction Manager,3,7212.92,12.98,-2.4
Collections,2026-07-01,JCL Scheduler,3,9767.33,17.58,-2.12
Collections,2026-07-01,Kubernetes Service,1,203.96,0.37,4.87
Collections,2026-07-01,Log Analytics,2,158.15,0.28,6.41
Collections,2026-07-01,Machine Learning Platform,1,53.97,0.1,6.91
Collections,2026-07-01,Managed Redis,2,430.6,0.77,-0.52
Collections,2026-07-01,Message Queue,1,46.4,0.08,5.55
Collections,2026-07-01,Nagios Monitoring,2,653.0,1.18,5.91
Collections,2026-07-01,NetApp Storage,3,474.54,0.85,1.4
Collections,2026-07-01,Object Storage,2,379.6,0.68,3.44
Collections,2026-07-01,Oracle Database,2,376.56,0.68,1.46
Collections,2026-07-01,RACF Security,1,8933.51,16.08,-2.06
Collections,2026-07-01,Red Hat Enterprise Linux,2,491.47,0.88,5.49
Collections,2026-07-01,SMF Analytics,1,660.53,1.19,-0.15
Collections,2026-07-01,SQL Server,2,494.05,0.89,1.52
Collections,2026-07-01,Secrets Manager,1,133.76,0.24,3.75
Collections,2026-07-01,Streaming Ingest,2,227.36,0.41,5.86
Collections,2026-07-01,Sysplex Coupling,3,5927.84,10.67,-1.65
Collections,2026-07-01,Tomcat,3,667.6,1.2,3.33
Collections,2026-07-01,VSAM Storage,1,646.95,1.16,-0.16
Collections,2026-07-01,Veeam Backup,2,769.93,1.39,2.9
Collections,2026-08-01,API Gateway,1,61.66,0.11,-0.68
Collections,2026-08-01,Active Directory,1,326.05,0.61,-1.81
Collections,2026-08-01,Block Storage,1,132.91,0.25,-4.57
Collections,2026-08-01,CICS Transaction Server,4,14561.23,27.16,-3.23
Collections,2026-08-01,Compute Instances,1,48.52,0.09,-4.75
Collections,2026-08-01,Content Delivery,1,100.03,0.19,-5.11
Collections,2026-08-01,Data Warehouse,2,261.28,0.49,-2.27
Collections,2026-08-01,Db2 for z/OS,1,825.34,1.54,-3.58
Collections,2026-08-01,IMS Transaction Manager,3,6931.43,12.93,-3.9
Collections,2026-08-01,JCL Scheduler,3,9377.96,17.49,-3.99
Collections,2026-08-01,Kubernetes Service,1,203.1,0.38,-0.42
Collections,2026-08-01,Log Analytics,2,147.99,0.28,-6.42
Collections,2026-08-01,Machine Learning Platform,1,52.0,0.1,-3.65
Collections,2026-08-01,Managed Redis,2,437.48,0.82,1.6
Collections,2026-08-01,Message Queue,1,47.08,0.09,1.47
Collections,2026-08-01,Nagios Monitoring,2,635.52,1.19,-2.68
Collections,2026-08-01,NetApp Storage,3,451.47,0.84,-4.86
Collections,2026-08-01,Object Storage,2,376.24,0.7,-0.89
Collections,2026-08-01,Oracle Database,2,371.03,0.69,-1.47
Collections,2026-08-01,RACF Security,1,8531.49,15.91,-4.5
Collections,2026-08-01,Red Hat Enterprise Linux,2,479.66,0.89,-2.4
Collections,2026-08-01,SMF Analytics,1,656.46,1.22,-0.62
Collections,2026-08-01,SQL Server,2,479.32,0.89,-2.98
Collections,2026-08-01,Secrets Manager,1,131.25,0.24,-1.88
Collections,2026-08-01,Streaming Ingest,2,220.1,0.41,-3.19
Collections,2026-08-01,Sysplex Coupling,3,5766.15,10.75,-2.73
Collections,2026-08-01,Tomcat,3,657.56,1.23,-1.5
Collections,2026-08-01,VSAM Storage,1,617.03,1.15,-4.62
Collections,2026-08-01,Veeam Backup,2,732.9,1.37,-4.81
Collections,2026-09-01,API Gateway,1,60.19,0.11,-2.38
Collections,2026-09-01,Active Directory,1,324.85,0.58,-0.37
Collections,2026-09-01,Block Storage,1,134.52,0.24,1.21
Collections,2026-09-01,CICS Transaction Server,4,15033.67,27.01,3.24
Collections,2026-09-01,Compute Instances,1,51.26,0.09,5.65
Collections,2026-09-01,Content Delivery,1,100.19,0.18,0.16
Collections,2026-09-01,Data Warehouse,2,252.69,0.45,-3.29
Collections,2026-09-01,Db2 for z/OS,1,851.46,1.53,3.16
Collections,2026-09-01,IMS Transaction Manager,3,7158.64,12.86,3.28
Collections,2026-09-01,JCL Scheduler,3,9905.85,17.8,5.63
Collections,2026-09-01,Kubernetes Service,1,202.74,0.36,-0.18
Collections,2026-09-01,Log Analytics,2,150.51,0.27,1.7
Collections,2026-09-01,Machine Learning Platform,1,50.81,0.09,-2.29
Collections,2026-09-01,Managed Redis,2,438.46,0.79,0.22
Collections,2026-09-01,Message Queue,1,41.84,0.08,-11.13
Collections,2026-09-01,Nagios Monitoring,2,605.78,1.09,-4.68
Collections,2026-09-01,NetApp Storage,3,446.96,0.8,-1.0
Collections,2026-09-01,Object Storage,2,375.32,0.67,-0.24
Collections,2026-09-01,Oracle Database,2,370.84,0.67,-0.05
Collections,2026-09-01,RACF Security,1,9130.38,16.41,7.02
Collections,2026-09-01,Red Hat Enterprise Linux,2,460.0,0.83,-4.1
Collections,2026-09-01,SMF Analytics,1,692.28,1.24,5.46
Collections,2026-09-01,SQL Server,2,474.4,0.85,-1.03
Collections,2026-09-01,Secrets Manager,1,136.63,0.25,4.1
Collections,2026-09-01,Streaming Ingest,2,216.15,0.39,-1.79
Collections,2026-09-01,Sysplex Coupling,3,5954.05,10.7,3.26
Collections,2026-09-01,Tomcat,3,634.44,1.14,-3.52
Collections,2026-09-01,VSAM Storage,1,659.52,1.19,6.89
Collections,2026-09-01,Veeam Backup,2,736.34,1.32,0.47
Commercial Banking,2025-10-01,API Gateway,1,237.22,0.53,
Commercial Banking,2025-10-01,COBOL Batch,2,4121.68,9.28,
Commercial Banking,2025-10-01,Compute Instances,1,69.75,0.16,
Commercial Banking,2025-10-01,Container Registry,2,477.64,1.08,
Commercial Banking,2025-10-01,Data Warehouse,2,347.64,0.78,
Commercial Banking,2025-10-01,IMS Transaction Manager,1,353.36,0.8,
Commercial Banking,2025-10-01,JCL Scheduler,2,2681.83,6.04,
Commercial Banking,2025-10-01,Kubernetes Service,2,213.16,0.48,
Commercial Banking,2025-10-01,Log Analytics,1,367.13,0.83,
Commercial Banking,2025-10-01,Machine Learning Platform,3,680.63,1.53,
Commercial Banking,2025-10-01,Managed PostgreSQL,1,102.25,0.23,
Commercial Banking,2025-10-01,Managed Redis,1,124.25,0.28,
Commercial Banking,2025-10-01,Message Queue,1,111.09,0.25,
Commercial Banking,2025-10-01,Nagios Monitoring,1,230.85,0.52,
Commercial Banking,2025-10-01,Object Storage,3,209.84,0.47,
Commercial Banking,2025-10-01,Oracle Database,1,233.5,0.53,
Commercial Banking,2025-10-01,RACF Security,1,2175.41,4.9,
Commercial Banking,2025-10-01,Red Hat Enterprise Linux,1,138.95,0.31,
Commercial Banking,2025-10-01,SMF Analytics,2,5736.11,12.91,
Commercial Banking,2025-10-01,SQL Server,2,399.4,0.9,
Commercial Banking,2025-10-01,Secrets Manager,2,667.65,1.5,
Commercial Banking,2025-10-01,Serverless Functions,3,1133.24,2.55,
Commercial Banking,2025-10-01,Sysplex Coupling,1,3750.27,8.44,
Commercial Banking,2025-10-01,Tape Virtualisation,2,3908.54,8.8,
Commercial Banking,2025-10-01,Tomcat,2,114.67,0.26,
Commercial Banking,2025-10-01,VMware vSphere,1,82.21,0.19,
Commercial Banking,2025-10-01,VSAM Storage,3,14550.36,32.75,
Commercial Banking,2025-10-01,Veeam Backup,1,181.7,0.41,
Commercial Banking,2025-10-01,WebSphere Application Server,2,1029.91,2.32,
Commercial Banking,2025-11-01,API Gateway,1,212.06,0.52,-10.61
Commercial Banking,2025-11-01,COBOL Batch,2,3791.27,9.27,-8.02
Commercial Banking,2025-11-01,Compute Instances,1,65.91,0.16,-5.51
Commercial Banking,2025-11-01,Container Registry,2,459.43,1.12,-3.81
Commercial Banking,2025-11-01,Data Warehouse,2,323.06,0.79,-7.07
Commercial Banking,2025-11-01,IMS Transaction Manager,1,307.01,0.75,-13.12
Commercial Banking,2025-11-01,JCL Scheduler,2,2356.45,5.76,-12.13
Commercial Banking,2025-11-01,Kubernetes Service,2,201.93,0.49,-5.27
Commercial Banking,2025-11-01,Log Analytics,1,344.99,0.84,-6.03
Commercial Banking,2025-11-01,Machine Learning Platform,3,646.85,1.58,-4.96
Commercial Banking,2025-11-01,Managed PostgreSQL,1,99.88,0.24,-2.32
Commercial Banking,2025-11-01,Managed Redis,1,122.83,0.3,-1.14
Commercial Banking,2025-11-01,Message Queue,1,100.99,0.25,-9.09
Commercial Banking,2025-11-01,Nagios Monitoring,1,213.78,0.52,-7.39
Commercial Banking,2025-11-01,Object Storage,3,197.63,0.48,-5.82
Commercial Banking,2025-11-01,Oracle Database,1,222.81,0.54,-4.58
Commercial Banking,2025-11-01,RACF Security,1,2009.29,4.91,-7.64
Commercial Banking,2025-11-01,Red Hat Enterprise Linux,1,126.23,0.31,-9.15
Commercial Banking,2025-11-01,SMF Analytics,2,5262.22,12.87,-8.26
Commercial Banking,2025-11-01,SQL Server,2,385.37,0.94,-3.51
Commercial Banking,2025-11-01,Secrets Manager,2,601.52,1.47,-9.9
Commercial Banking,2025-11-01,Serverless Functions,3,1044.9,2.55,-7.8
Commercial Banking,2025-11-01,Sysplex Coupling,1,3489.24,8.53,-6.96
Commercial Banking,2025-11-01,Tape Virtualisation,2,3651.5,8.93,-6.58
Commercial Banking,2025-11-01,Tomcat,2,112.0,0.27,-2.33
Commercial Banking,2025-11-01,VMware vSphere,1,71.83,0.18,-12.63
Commercial Banking,2025-11-01,VSAM Storage,3,13300.12,32.52,-8.59
Commercial Banking,2025-11-01,Veeam Backup,1,174.54,0.43,-3.94
Commercial Banking,2025-11-01,WebSphere Application Server,2,1001.78,2.45,-2.73
Commercial Banking,2025-12-01,API Gateway,1,242.4,0.52,14.31
Commercial Banking,2025-12-01,COBOL Batch,2,4438.51,9.57,17.07
Commercial Banking,2025-12-01,Compute Instances,1,69.02,0.15,4.72
Commercial Banking,2025-12-01,Container Registry,2,494.91,1.07,7.72
Commercial Banking,2025-12-01,Data Warehouse,2,342.77,0.74,6.1
Commercial Banking,2025-12-01,IMS Transaction Manager,1,373.07,0.8,21.52
Commercial Banking,2025-12-01,JCL Scheduler,2,2790.88,6.02,18.44
Commercial Banking,2025-12-01,Kubernetes Service,2,216.53,0.47,7.23
Commercial Banking,2025-12-01,Log Analytics,1,365.6,0.79,5.97
Commercial Banking,2025-12-01,Machine Learning Platform,3,685.08,1.48,5.91
Commercial Banking,2025-12-01,Managed PostgreSQL,1,102.81,0.22,2.93
Commercial Banking,2025-12-01,Managed Redis,1,133.1,0.29,8.36
Commercial Banking,2025-12-01,Message Queue,1,108.17,0.23,7.11
Commercial Banking,2025-12-01,Nagios Monitoring,1,225.79,0.49,5.62
Commercial Banking,2025-12-01,Object Storage,3,208.85,0.45,5.68
Commercial Banking,2025-12-01,Oracle Database,1,226.57,0.49,1.69
Commercial Banking,2025-12-01,RACF Security,1,2384.01,5.14,18.65
Commercial Banking,2025-12-01,Red Hat Enterprise Linux,1,139.01,0.3,10.12
Commercial Banking,2025-12-01,SMF Analytics,2,6019.56,12.98,14.39
Commercial Banking,2025-12-01,SQL Server,2,406.55,0.88,5.5
Commercial Banking,2025-12-01,Secrets Manager,2,644.39,1.39,7.13
Commercial Banking,2025-12-01,Serverless Functions,3,1118.92,2.41,7.08
Commercial Banking,2025-12-01,Sysplex Coupling,1,3856.87,8.32,10.54
Commercial Banking,2025-12-01,Tape Virtualisation,2,4113.18,8.87,12.64
Commercial Banking,2025-12-01,Tomcat,2,114.35,0.25,2.1
Commercial Banking,2025-12-01,VMware vSphere,1,79.44,0.17,10.59
Commercial Banking,2025-12-01,VSAM Storage,3,15267.22,32.92,14.79
Commercial Banking,2025-12-01,Veeam Backup,1,179.65,0.39,2.93
Commercial Banking,2025-12-01,WebSphere Application Server,2,1034.79,2.23,3.3
Commercial Banking,2026-01-01,API Gateway,1,235.9,0.55,-2.68
Commercial Banking,2026-01-01,COBOL Batch,2,3881.12,9.04,-12.56
Commercial Banking,2026-01-01,Compute Instances,1,67.85,0.16,-1.7
Commercial Banking,2026-01-01,Container Registry,2,477.69,1.11,-3.48
Commercial Banking,2026-01-01,Data Warehouse,2,337.45,0.79,-1.55
Commercial Banking,2026-01-01,IMS Transaction Manager,1,339.36,0.79,-9.04
Commercial Banking,2026-01-01,JCL Scheduler,2,2455.4,5.72,-12.02
Commercial Banking,2026-01-01,Kubernetes Service,2,200.54,0.47,-7.38
Commercial Banking,2026-01-01,Log Analytics,1,364.91,0.85,-0.19
Commercial Banking,2026-01-01,Machine Learning Platform,3,689.48,1.61,0.64
Commercial Banking,2026-01-01,Managed PostgreSQL,1,102.54,0.24,-0.26
Commercial Banking,2026-01-01,Managed Redis,1,128.48,0.3,-3.47
Commercial Banking,2026-01-01,Message Queue,1,108.17,0.25,0.0
Commercial Banking,2026-01-01,Nagios Monitoring,1,223.24,0.52,-1.13
Commercial Banking,2026-01-01,Object Storage,3,199.71,0.47,-4.38
Commercial Banking,2026-01-01,Oracle Database,1,230.31,0.54,1.65
Commercial Banking,2026-01-01,RACF Security,1,2106.62,4.91,-11.64
Commercial Banking,2026-01-01,Red Hat Enterprise Linux,1,134.37,0.31,-3.34
Commercial Banking,2026-01-01,SMF Analytics,2,5548.16,12.92,-7.83
Commercial Banking,2026-01-01,SQL Server,2,407.32,0.95,0.19
Commercial Banking,2026-01-01,Secrets Manager,2,633.73,1.48,-1.65
Commercial Banking,2026-01-01,Serverless Functions,3,1120.08,2.61,0.1
Commercial Banking,2026-01-01,Sysplex Coupling,1,3562.4,8.3,-7.63
Commercial Banking,2026-01-01,Tape Virtualisation,2,3795.19,8.84,-7.73
Commercial Banking,2026-01-01,Tomcat,2,117.68,0.27,2.91
