declaration_id,member_id,authority,register_held_by,ward,role,committee,declaration_category,declaration_detail,withheld,registered_date,last_updated_date
D-000156,M-00057,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Committee Member,Standards,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-10-19,2024-12-05
D-000157,M-00057,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Committee Member,Health and Wellbeing,Land and property in the area,Land and property in the area declared in the register,False,2024-01-16,2024-11-22
D-000158,M-00057,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Committee Member,Employment,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-12-21,2024-12-26
D-000159,M-00057,South Cambridgeshire District Council,South Cambridgeshire District Council,St Neots East,Committee Member,Employment,Land and property in the area,Land and property in the area declared in the register,False,2023-11-29,2024-05-09
D-000160,M-00058,St Ives Town Council,Huntingdonshire District Council,Yaxley,Councillor,Planning,Contracts with the authority,Contracts with the authority declared in the register,False,2023-05-19,2024-05-13
D-000161,M-00058,St Ives Town Council,Huntingdonshire District Council,Yaxley,Councillor,Finance,Sponsorship,Sponsorship declared in the register,False,2024-08-13,2024-10-12
D-000162,M-00059,Huntingdon Town Council,Huntingdonshire District Council,Somersham,Councillor,Audit and Governance,Membership of a political party,Membership of a political party declared in the register,False,2024-06-08,2024-09-20
D-000163,M-00059,Huntingdon Town Council,Huntingdonshire District Council,Somersham,Councillor,Corporate Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2024-02-26,2024-12-18
D-000164,M-00059,Huntingdon Town Council,Huntingdonshire District Council,Somersham,Councillor,Planning,Corporate tenancies,Corporate tenancies declared in the register,False,2023-12-13,2024-02-23
D-000165,M-00059,Huntingdon Town Council,Huntingdonshire District Council,Somersham,Councillor,Environment,"Employment, office, trade or profession",Employment declared in the register,False,2024-04-29,2025-03-09
D-000166,M-00060,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Councillor,Employment,Sensitive interest (withheld under s.32),,True,2025-09-17,2026-09-06
D-000167,M-00060,Cambridgeshire County Council,Cambridgeshire County Council,Yaxley,Councillor,Audit and Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2024-03-05,2024-10-07
D-000168,M-00061,South Cambridgeshire District Council,South Cambridgeshire District Council,Buckden,Councillor,Employment,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2024-06-19,2025-06-30
D-000169,M-00061,South Cambridgeshire District Council,South Cambridgeshire District Council,Buckden,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2025-01-01,2025-06-16
D-000170,M-00061,South Cambridgeshire District Council,South Cambridgeshire District Council,Buckden,Councillor,Corporate Governance,Contracts with the authority,Contracts with the authority declared in the register,False,2025-03-10,2025-06-23
D-000171,M-00062,South Cambridgeshire District Council,South Cambridgeshire District Council,Somersham,Councillor,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2025-02-17,2025-03-28
D-000172,M-00063,Cambridgeshire County Council,Cambridgeshire County Council,Warboys,Vice-Chair,Employment,Corporate tenancies,Corporate tenancies declared in the register,False,2024-12-27,2025-09-05
D-000173,M-00064,St Ives Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Environment,Membership of a political party,Membership of a political party declared in the register,False,2025-04-09,2025-09-25
D-000174,M-00065,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Employment,Land and property in the area,Land and property in the area declared in the register,False,2023-10-24,2023-12-22
D-000175,M-00065,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Planning,Corporate tenancies,Corporate tenancies declared in the register,False,2024-08-11,2025-09-02
D-000176,M-00065,Huntingdonshire District Council,Huntingdonshire District Council,Somersham,Councillor,Finance,"Employment, office, trade or profession",Employment declared in the register,False,2024-05-21,2024-12-09
D-000177,M-00066,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Finance,Corporate tenancies,Corporate tenancies declared in the register,False,2025-09-19,2025-12-06
D-000178,M-00066,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Finance,Trade union membership,Trade union membership declared in the register,False,2024-07-02,2025-03-03
D-000179,M-00066,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Corporate Governance,Sponsorship,Sponsorship declared in the register,False,2024-04-06,2024-10-21
D-000180,M-00066,St Ives Town Council,Huntingdonshire District Council,Huntingdon West,Councillor,Audit and Governance,Corporate tenancies,Corporate tenancies declared in the register,False,2025-10-13,2026-03-01
D-000181,M-00067,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,(none),Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-01-25,2025-02-11
D-000182,M-00067,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Health and Wellbeing,Sponsorship,Sponsorship declared in the register,False,2023-07-01,2024-07-30
D-000183,M-00067,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Overview and Scrutiny,Membership of a body exercising public functions,Membership of a body exercising public functions declared in the register,False,2025-06-12,2026-02-05
D-000184,M-00067,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Audit and Governance,Trade union membership,Trade union membership declared in the register,False,2025-01-30,2025-03-08
D-000185,M-00067,St Ives Town Council,Huntingdonshire District Council,St Neots East,Councillor,Finance,Land and property in the area,Land and property in the area declared in the register,False,2024-05-16,2025-04-22
D-000186,M-00068,Huntingdon Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Overview and Scrutiny,"Employment, office, trade or profession",Employment declared in the register,False,2025-04-14,2025-05-21
D-000187,M-00068,Huntingdon Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Licensing,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2024-10-01,2025-03-21
D-000188,M-00068,Huntingdon Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Licensing,Contracts with the authority,Contracts with the authority declared in the register,False,2023-09-13,2023-12-31
D-000189,M-00068,Huntingdon Town Council,Huntingdonshire District Council,Hemingfords,Councillor,Health and Wellbeing,Contracts with the authority,Contracts with the authority declared in the register,False,2024-12-19,2025-12-06
D-000190,M-00069,South Cambridgeshire District Council,South Cambridgeshire District Council,Godmanchester,Vice-Chair,Environment,Licences to occupy land,Licences to occupy land declared in the register,False,2023-09-21,2023-11-08
D-000191,M-00070,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives West,Councillor,(none),Trade union membership,Trade union membership declared in the register,False,2023-09-02,2024-04-04
D-000192,M-00070,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives West,Councillor,Licensing,Directorship,Directorship declared in the register,False,2024-03-21,2024-04-21
D-000193,M-00070,South Cambridgeshire District Council,South Cambridgeshire District Council,St Ives West,Councillor,Environment,Land and property in the area,Land and property in the area declared in the register,False,2025-03-10,2025-07-19
D-000194,M-00071,Ramsey Town Council,Huntingdonshire District Council,Godmanchester,Councillor,(none),Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2025-08-11,2026-01-04
D-000195,M-00071,Ramsey Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Finance,Membership of a political party,Membership of a political party declared in the register,False,2024-03-01,2024-10-28
D-000196,M-00071,Ramsey Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Finance,Membership of a charity or voluntary body,Membership of a charity or voluntary body declared in the register,False,2023-10-06,2024-09-08
D-000197,M-00071,Ramsey Town Council,Huntingdonshire District Council,Godmanchester,Councillor,Licensing,Membership of a political party,Membership of a political party declared in the register,False,2024-08-16,2024-10-17
D-000198,M-00072,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Committee Member,(none),Corporate tenancies,Corporate tenancies declared in the register,False,2024-02-19,2024-05-30
D-000199,M-00072,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Committee Member,Licensing,Membership of a political party,Membership of a political party declared in the register,False,2024-08-09,2025-08-23
D-000200,M-00072,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Committee Member,Finance,Trade union membership,Trade union membership declared in the register,False,2024-10-10,2025-06-15
D-000201,M-00072,Huntingdon Town Council,Huntingdonshire District Council,Huntingdon East,Committee Member,(none),Licences to occupy land,Licences to occupy land declared in the register,False,2024-06-04,2024-11-23
