region,alert_date,alert_level,in_alert_season,consecutive_days_at_level,issued_at
North East,2020-01-07,Green,False,103,2020-01-07T09:00:00
North East,2020-01-08,Green,False,104,2020-01-08T09:00:00
North East,2020-01-09,Green,False,105,2020-01-09T09:00:00
North East,2020-01-10,Green,False,106,2020-01-10T09:00:00
North East,2020-01-11,Green,False,107,2020-01-11T09:00:00
North East,2020-01-12,Green,False,108,2020-01-12T09:00:00
North East,2020-01-13,Green,False,109,2020-01-13T09:00:00
North East,2020-01-14,Green,False,110,2020-01-14T09:00:00
North East,2020-01-15,Green,False,111,2020-01-15T09:00:00
North East,2020-01-16,Green,False,112,2020-01-16T09:00:00
North East,2020-01-17,Green,False,113,2020-01-17T09:00:00
North East,2020-01-18,Green,False,114,2020-01-18T09:00:00
North East,2020-01-19,Green,False,115,2020-01-19T09:00:00
North East,2020-01-20,Green,False,116,2020-01-20T09:00:00
North East,2020-01-21,Green,False,117,2020-01-21T09:00:00
North East,2020-01-22,Green,False,118,2020-01-22T09:00:00
North East,2020-01-23,Green,False,119,2020-01-23T09:00:00
North East,2020-01-24,Green,False,120,2020-01-24T09:00:00
North East,2020-01-25,Green,False,121,2020-01-25T09:00:00
North East,2020-01-26,Green,False,122,2020-01-26T09:00:00
North East,2020-01-27,Green,False,123,2020-01-27T09:00:00
North East,2020-01-28,Green,False,124,2020-01-28T09:00:00
North East,2020-01-29,Green,False,125,2020-01-29T09:00:00
North East,2020-01-30,Green,False,126,2020-01-30T09:00:00
North East,2020-01-31,Green,False,127,2020-01-31T09:00:00
North East,2020-02-01,Green,False,128,2020-02-01T09:00:00
North East,2020-02-02,Green,False,129,2020-02-02T09:00:00
North East,2020-02-03,Green,False,130,2020-02-03T09:00:00
North East,2020-02-04,Green,False,131,2020-02-04T09:00:00
North East,2020-02-05,Green,False,132,2020-02-05T09:00:00
North East,2020-02-06,Green,False,133,2020-02-06T09:00:00
North East,2020-02-07,Green,False,134,2020-02-07T09:00:00
North East,2020-02-08,Green,False,135,2020-02-08T09:00:00
North East,2020-02-09,Green,False,136,2020-02-09T09:00:00
North East,2020-02-10,Green,False,137,2020-02-10T09:00:00
North East,2020-02-11,Green,False,138,2020-02-11T09:00:00
North East,2020-02-12,Green,False,139,2020-02-12T09:00:00
North East,2020-02-13,Green,False,140,2020-02-13T09:00:00
North East,2020-02-14,Green,False,141,2020-02-14T09:00:00
North East,2020-02-15,Green,False,142,2020-02-15T09:00:00
North East,2020-02-16,Green,False,143,2020-02-16T09:00:00
North East,2020-02-17,Green,False,144,2020-02-17T09:00:00
North East,2020-02-18,Green,False,145,2020-02-18T09:00:00
North East,2020-02-19,Green,False,146,2020-02-19T09:00:00
North East,2020-02-20,Green,False,147,2020-02-20T09:00:00
North East,2020-02-21,Green,False,148,2020-02-21T09:00:00
North East,2020-02-22,Green,False,149,2020-02-22T09:00:00
North East,2020-02-23,Green,False,150,2020-02-23T09:00:00
North East,2020-02-24,Green,False,151,2020-02-24T09:00:00
North East,2020-02-25,Green,False,152,2020-02-25T09:00:00
North East,2020-02-26,Green,False,153,2020-02-26T09:00:00
North East,2020-02-27,Green,False,154,2020-02-27T09:00:00
North East,2020-02-28,Green,False,155,2020-02-28T09:00:00
North East,2020-02-29,Green,False,156,2020-02-29T09:00:00
North East,2020-03-01,Green,False,157,2020-03-01T09:00:00
North East,2020-03-02,Green,False,158,2020-03-02T09:00:00
North East,2020-03-03,Green,False,159,2020-03-03T09:00:00
North East,2020-03-04,Green,False,160,2020-03-04T09:00:00
North East,2020-03-05,Green,False,161,2020-03-05T09:00:00
North East,2020-03-06,Green,False,162,2020-03-06T09:00:00
North East,2020-03-07,Green,False,163,2020-03-07T09:00:00
North East,2020-03-08,Green,False,164,2020-03-08T09:00:00
North East,2020-03-09,Green,False,165,2020-03-09T09:00:00
North East,2020-03-10,Green,False,166,2020-03-10T09:00:00
North East,2020-03-11,Green,False,167,2020-03-11T09:00:00
North East,2020-03-12,Green,False,168,2020-03-12T09:00:00
North East,2020-03-13,Green,False,169,2020-03-13T09:00:00
North East,2020-03-14,Green,False,170,2020-03-14T09:00:00
North East,2020-03-15,Green,False,171,2020-03-15T09:00:00
North East,2020-03-16,Green,False,172,2020-03-16T09:00:00
North East,2020-03-17,Green,False,173,2020-03-17T09:00:00
North East,2020-03-18,Green,False,174,2020-03-18T09:00:00
North East,2020-03-19,Green,False,175,2020-03-19T09:00:00
North East,2020-03-20,Green,False,176,2020-03-20T09:00:00
North East,2020-03-21,Green,False,177,2020-03-21T09:00:00
North East,2020-03-22,Green,False,178,2020-03-22T09:00:00
North East,2020-03-23,Green,False,179,2020-03-23T09:00:00
North East,2020-03-24,Green,False,180,2020-03-24T09:00:00
North East,2020-03-25,Green,False,181,2020-03-25T09:00:00
North East,2020-03-26,Green,False,182,2020-03-26T09:00:00
North East,2020-03-27,Green,False,183,2020-03-27T09:00:00
North East,2020-03-28,Green,False,184,2020-03-28T09:00:00
North East,2020-03-29,Green,False,185,2020-03-29T09:00:00
North East,2020-03-30,Green,False,186,2020-03-30T09:00:00
North East,2020-03-31,Green,False,187,2020-03-31T09:00:00
North East,2020-04-01,Green,False,188,2020-04-01T09:00:00
North East,2020-04-02,Green,False,189,2020-04-02T09:00:00
North East,2020-04-03,Green,False,190,2020-04-03T09:00:00
North East,2020-04-04,Green,False,191,2020-04-04T09:00:00
North East,2020-04-05,Green,False,192,2020-04-05T09:00:00
North East,2020-04-06,Green,False,193,2020-04-06T09:00:00
North East,2020-04-07,Green,False,194,2020-04-07T09:00:00
North East,2020-04-08,Green,False,195,2020-04-08T09:00:00
North East,2020-04-09,Green,False,196,2020-04-09T09:00:00
North East,2020-04-10,Green,False,197,2020-04-10T09:00:00
North East,2020-04-11,Green,False,198,2020-04-11T09:00:00
North East,2020-04-12,Green,False,199,2020-04-12T09:00:00
North East,2020-04-13,Green,False,200,2020-04-13T09:00:00
North East,2020-04-14,Green,False,201,2020-04-14T09:00:00
North East,2020-04-15,Green,False,202,2020-04-15T09:00:00
North East,2020-04-16,Green,False,203,2020-04-16T09:00:00
North East,2020-04-17,Green,False,204,2020-04-17T09:00:00
North East,2020-04-18,Green,False,205,2020-04-18T09:00:00
North East,2020-04-19,Green,False,206,2020-04-19T09:00:00
North East,2020-04-20,Green,False,207,2020-04-20T09:00:00
North East,2020-04-21,Green,False,208,2020-04-21T09:00:00
North East,2020-04-22,Green,False,209,2020-04-22T09:00:00
North East,2020-04-23,Green,False,210,2020-04-23T09:00:00
North East,2020-04-24,Green,False,211,2020-04-24T09:00:00
North East,2020-04-25,Green,False,212,2020-04-25T09:00:00
North East,2020-04-26,Green,False,213,2020-04-26T09:00:00
North East,2020-04-27,Green,False,214,2020-04-27T09:00:00
North East,2020-04-28,Green,False,215,2020-04-28T09:00:00
North East,2020-04-29,Green,False,216,2020-04-29T09:00:00
North East,2020-04-30,Green,False,217,2020-04-30T09:00:00
North East,2020-05-01,Green,False,218,2020-05-01T09:00:00
North East,2020-05-02,Green,False,219,2020-05-02T09:00:00
North East,2020-05-03,Green,False,220,2020-05-03T09:00:00
North East,2020-05-04,Green,False,221,2020-05-04T09:00:00
North East,2020-05-05,Green,False,222,2020-05-05T09:00:00
North East,2020-05-06,Green,False,223,2020-05-06T09:00:00
North East,2020-05-07,Green,False,224,2020-05-07T09:00:00
North East,2020-05-08,Green,False,225,2020-05-08T09:00:00
North East,2020-05-09,Green,False,226,2020-05-09T09:00:00
North East,2020-05-10,Green,False,227,2020-05-10T09:00:00
North East,2020-05-11,Green,False,228,2020-05-11T09:00:00
North East,2020-05-12,Green,False,229,2020-05-12T09:00:00
North East,2020-05-13,Green,False,230,2020-05-13T09:00:00
North East,2020-05-14,Green,False,231,2020-05-14T09:00:00
North East,2020-05-15,Green,False,232,2020-05-15T09:00:00
North East,2020-05-16,Green,False,233,2020-05-16T09:00:00
North East,2020-05-17,Green,False,234,2020-05-17T09:00:00
North East,2020-05-18,Green,False,235,2020-05-18T09:00:00
North East,2020-05-19,Green,False,236,2020-05-19T09:00:00
North East,2020-05-20,Green,False,237,2020-05-20T09:00:00
North East,2020-05-21,Green,False,238,2020-05-21T09:00:00
North East,2020-05-22,Green,False,239,2020-05-22T09:00:00
North East,2020-05-23,Green,False,240,2020-05-23T09:00:00
North East,2020-05-24,Green,False,241,2020-05-24T09:00:00
North East,2020-05-25,Green,False,242,2020-05-25T09:00:00
North East,2020-05-26,Green,False,243,2020-05-26T09:00:00
North East,2020-05-27,Green,False,244,2020-05-27T09:00:00
North East,2020-05-28,Green,False,245,2020-05-28T09:00:00
North East,2020-05-29,Green,False,246,2020-05-29T09:00:00
North East,2020-05-30,Green,False,247,2020-05-30T09:00:00
North East,2020-05-31,Green,False,248,2020-05-31T09:00:00
North East,2020-06-01,Green,True,249,2020-06-01T09:00:00
North East,2020-06-02,Green,True,250,2020-06-02T09:00:00
North East,2020-06-03,Green,True,251,2020-06-03T09:00:00
North East,2020-06-04,Green,True,252,2020-06-04T09:00:00
North East,2020-06-05,Green,True,253,2020-06-05T09:00:00
North East,2020-06-06,Green,True,254,2020-06-06T09:00:00
North East,2020-06-07,Green,True,255,2020-06-07T09:00:00
North East,2020-06-08,Yellow,True,1,2020-06-08T09:00:00
North East,2020-06-09,Green,True,1,2020-06-09T09:00:00
North East,2020-06-10,Green,True,2,2020-06-10T09:00:00
North East,2020-06-11,Green,True,3,2020-06-11T09:00:00
North East,2020-06-12,Green,True,4,2020-06-12T09:00:00
North East,2020-06-13,Green,True,5,2020-06-13T09:00:00
North East,2020-06-14,Green,True,6,2020-06-14T09:00:00
North East,2020-06-15,Green,True,7,2020-06-15T09:00:00
North East,2020-06-16,Green,True,8,2020-06-16T09:00:00
North East,2020-06-17,Green,True,9,2020-06-17T09:00:00
North East,2020-06-18,Green,True,10,2020-06-18T09:00:00
North East,2020-06-19,Green,True,11,2020-06-19T09:00:00
North East,2020-06-20,Green,True,12,2020-06-20T09:00:00
North East,2020-06-21,Green,True,13,2020-06-21T09:00:00
North East,2020-06-22,Green,True,14,2020-06-22T09:00:00
North East,2020-06-23,Green,True,15,2020-06-23T09:00:00
North East,2020-06-24,Yellow,True,1,2020-06-24T09:00:00
North East,2020-06-25,Green,True,1,2020-06-25T09:00:00
North East,2020-06-26,Green,True,2,2020-06-26T09:00:00
North East,2020-06-27,Green,True,3,2020-06-27T09:00:00
North East,2020-06-28,Green,True,4,2020-06-28T09:00:00
North East,2020-06-29,Green,True,5,2020-06-29T09:00:00
North East,2020-06-30,Green,True,6,2020-06-30T09:00:00
North East,2020-07-01,Green,True,7,2020-07-01T09:00:00
North East,2020-07-02,Green,True,8,2020-07-02T09:00:00
North East,2020-07-03,Amber,True,1,2020-07-03T09:00:00
North East,2020-07-04,Green,True,1,2020-07-04T09:00:00
North East,2020-07-05,Green,True,2,2020-07-05T09:00:00
North East,2020-07-06,Green,True,3,2020-07-06T09:00:00
North East,2020-07-07,Amber,True,1,2020-07-07T09:00:00
North East,2020-07-08,Green,True,1,2020-07-08T09:00:00
North East,2020-07-09,Green,True,2,2020-07-09T09:00:00
North East,2020-07-10,Green,True,3,2020-07-10T09:00:00
North East,2020-07-11,Green,True,4,2020-07-11T09:00:00
North East,2020-07-12,Green,True,5,2020-07-12T09:00:00
North East,2020-07-13,Green,True,6,2020-07-13T09:00:00
North East,2020-07-14,Green,True,7,2020-07-14T09:00:00
North East,2020-07-15,Green,True,8,2020-07-15T09:00:00
North East,2020-07-16,Green,True,9,2020-07-16T09:00:00
North East,2020-07-17,Green,True,10,2020-07-17T09:00:00
North East,2020-07-18,Green,True,11,2020-07-18T09:00:00
North East,2020-07-19,Green,True,12,2020-07-19T09:00:00
North East,2020-07-20,Green,True,13,2020-07-20T09:00:00
North East,2020-07-21,Yellow,True,1,2020-07-21T09:00:00
North East,2020-07-22,Green,True,1,2020-07-22T09:00:00
North East,2020-07-23,Green,True,2,2020-07-23T09:00:00
North East,2020-07-24,Green,True,3,2020-07-24T09:00:00
North East,2020-07-25,Yellow,True,1,2020-07-25T09:00:00
North East,2020-07-26,Green,True,1,2020-07-26T09:00:00
North East,2020-07-27,Green,True,2,2020-07-27T09:00:00
North East,2020-07-28,Green,True,3,2020-07-28T09:00:00
North East,2020-07-29,Green,True,4,2020-07-29T09:00:00
North East,2020-07-30,Green,True,5,2020-07-30T09:00:00
North East,2020-07-31,Green,True,6,2020-07-31T09:00:00
North East,2020-08-01,Green,True,7,2020-08-01T09:00:00
North East,2020-08-02,Green,True,8,2020-08-02T09:00:00
North East,2020-08-03,Green,True,9,2020-08-03T09:00:00
North East,2020-08-04,Green,True,10,2020-08-04T09:00:00
North East,2020-08-05,Green,True,11,2020-08-05T09:00:00
North East,2020-08-06,Green,True,12,2020-08-06T09:00:00
North East,2020-08-07,Green,True,13,2020-08-07T09:00:00
North East,2020-08-08,Green,True,14,2020-08-08T09:00:00
North East,2020-08-09,Green,True,15,2020-08-09T09:00:00
North East,2020-08-10,Red,True,1,2020-08-10T09:00:00
North East,2020-08-11,Green,True,1,2020-08-11T09:00:00
North East,2020-08-12,Green,True,2,2020-08-12T09:00:00
North East,2020-08-13,Green,True,3,2020-08-13T09:00:00
North East,2020-08-14,Green,True,4,2020-08-14T09:00:00
North East,2020-08-15,Green,True,5,2020-08-15T09:00:00
North East,2020-08-16,Green,True,6,2020-08-16T09:00:00
North East,2020-08-17,Green,True,7,2020-08-17T09:00:00
North East,2020-08-18,Green,True,8,2020-08-18T09:00:00
North East,2020-08-19,Green,True,9,2020-08-19T09:00:00
North East,2020-08-20,Green,True,10,2020-08-20T09:00:00
North East,2020-08-21,Green,True,11,2020-08-21T09:00:00
North East,2020-08-22,Yellow,True,1,2020-08-22T09:00:00
North East,2020-08-23,Green,True,1,2020-08-23T09:00:00
North East,2020-08-24,Green,True,2,2020-08-24T09:00:00
North East,2020-08-25,Green,True,3,2020-08-25T09:00:00
North East,2020-08-26,Yellow,True,1,2020-08-26T09:00:00
North East,2020-08-27,Green,True,1,2020-08-27T09:00:00
North East,2020-08-28,Green,True,2,2020-08-28T09:00:00
North East,2020-08-29,Green,True,3,2020-08-29T09:00:00
North East,2020-08-30,Green,True,4,2020-08-30T09:00:00
North East,2020-08-31,Green,True,5,2020-08-31T09:00:00
North East,2020-09-01,Yellow,True,1,2020-09-01T09:00:00
North East,2020-09-02,Green,True,1,2020-09-02T09:00:00
North East,2020-09-03,Green,True,2,2020-09-03T09:00:00
North East,2020-09-04,Green,True,3,2020-09-04T09:00:00
North East,2020-09-05,Amber,True,1,2020-09-05T09:00:00
North East,2020-09-06,Green,True,1,2020-09-06T09:00:00
North East,2020-09-07,Green,True,2,2020-09-07T09:00:00
North East,2020-09-08,Green,True,3,2020-09-08T09:00:00
North East,2020-09-09,Green,True,4,2020-09-09T09:00:00
North East,2020-09-10,Green,True,5,2020-09-10T09:00:00
North East,2020-09-11,Yellow,True,1,2020-09-11T09:00:00
North East,2020-09-12,Green,True,1,2020-09-12T09:00:00
North East,2020-09-13,Green,True,2,2020-09-13T09:00:00
North East,2020-09-14,Green,True,3,2020-09-14T09:00:00
North East,2020-09-15,Green,True,4,2020-09-15T09:00:00
North East,2020-09-16,Green,True,5,2020-09-16T09:00:00
North East,2020-09-17,Green,True,6,2020-09-17T09:00:00
North East,2020-09-18,Green,True,7,2020-09-18T09:00:00
North East,2020-09-19,Green,True,8,2020-09-19T09:00:00
North East,2020-09-20,Amber,True,1,2020-09-20T09:00:00
North East,2020-09-21,Green,True,1,2020-09-21T09:00:00
North East,2020-09-22,Green,True,2,2020-09-22T09:00:00
North East,2020-09-23,Green,True,3,2020-09-23T09:00:00
North East,2020-09-24,Green,True,4,2020-09-24T09:00:00
North East,2020-09-25,Green,True,5,2020-09-25T09:00:00
North East,2020-09-26,Green,True,6,2020-09-26T09:00:00
North East,2020-09-27,Green,True,7,2020-09-27T09:00:00
North East,2020-09-28,Green,True,8,2020-09-28T09:00:00
North East,2020-09-29,Green,True,9,2020-09-29T09:00:00
North East,2020-09-30,Green,True,10,2020-09-30T09:00:00
North East,2020-10-01,Green,False,11,2020-10-01T09:00:00
North East,2020-10-02,Green,False,12,2020-10-02T09:00:00
North East,2020-10-03,Green,False,13,2020-10-03T09:00:00
North East,2020-10-04,Green,False,14,2020-10-04T09:00:00
North East,2020-10-05,Green,False,15,2020-10-05T09:00:00
North East,2020-10-06,Green,False,16,2020-10-06T09:00:00
North East,2020-10-07,Green,False,17,2020-10-07T09:00:00
North East,2020-10-08,Green,False,18,2020-10-08T09:00:00
North East,2020-10-09,Green,False,19,2020-10-09T09:00:00
North East,2020-10-10,Green,False,20,2020-10-10T09:00:00
North East,2020-10-11,Green,False,21,2020-10-11T09:00:00
North East,2020-10-12,Green,False,22,2020-10-12T09:00:00
North East,2020-10-13,Green,False,23,2020-10-13T09:00:00
North East,2020-10-14,Green,False,24,2020-10-14T09:00:00
North East,2020-10-15,Green,False,25,2020-10-15T09:00:00
North East,2020-10-16,Green,False,26,2020-10-16T09:00:00
North East,2020-10-17,Green,False,27,2020-10-17T09:00:00
North East,2020-10-18,Green,False,28,2020-10-18T09:00:00
North East,2020-10-19,Green,False,29,2020-10-19T09:00:00
North East,2020-10-20,Green,False,30,2020-10-20T09:00:00
North East,2020-10-21,Green,False,31,2020-10-21T09:00:00
North East,2020-10-22,Green,False,32,2020-10-22T09:00:00
North East,2020-10-23,Green,False,33,2020-10-23T09:00:00
North East,2020-10-24,Green,False,34,2020-10-24T09:00:00
North East,2020-10-25,Green,False,35,2020-10-25T09:00:00
North East,2020-10-26,Green,False,36,2020-10-26T09:00:00
North East,2020-10-27,Green,False,37,2020-10-27T09:00:00
North East,2020-10-28,Green,False,38,2020-10-28T09:00:00
North East,2020-10-29,Green,False,39,2020-10-29T09:00:00
North East,2020-10-30,Green,False,40,2020-10-30T09:00:00
North East,2020-10-31,Green,False,41,2020-10-31T09:00:00
North East,2020-11-01,Green,False,42,2020-11-01T09:00:00
North East,2020-11-02,Green,False,43,2020-11-02T09:00:00
North East,2020-11-03,Green,False,44,2020-11-03T09:00:00
North East,2020-11-04,Green,False,45,2020-11-04T09:00:00
North East,2020-11-05,Green,False,46,2020-11-05T09:00:00
North East,2020-11-06,Green,False,47,2020-11-06T09:00:00
North East,2020-11-07,Green,False,48,2020-11-07T09:00:00
North East,2020-11-08,Green,False,49,2020-11-08T09:00:00
North East,2020-11-09,Green,False,50,2020-11-09T09:00:00
North East,2020-11-10,Green,False,51,2020-11-10T09:00:00
North East,2020-11-11,Green,False,52,2020-11-11T09:00:00
North East,2020-11-12,Green,False,53,2020-11-12T09:00:00
North East,2020-11-13,Green,False,54,2020-11-13T09:00:00
North East,2020-11-14,Green,False,55,2020-11-14T09:00:00
North East,2020-11-15,Green,False,56,2020-11-15T09:00:00
